Applicant_ID,Age,Gender,Qualification_Level,Marks_Percentage,Experience_Years,Driving,Sales,Typing,Computer,Govt_Exam_Score,English_Proficiency,Computer_Proficiency,Physical_Fitness,Predicted_Job
A32143,39,Male,Postgrad,86,3,1,1,1,1,90,2,2,4,School Teacher
A32144,32,Female,Diploma,41,8,1,1,0,0,56,2,5,3,Junior Engineer
A32145,34,Other,12th,57,2,0,0,0,0,0,5,2,4,Security Guard
A32146,26,Male,Postgrad,40,4,1,0,0,1,70,3,4,3,Lab Assistant
A32147,44,Other,10th,86,8,1,1,0,0,0,2,4,3,Lab Assistant
A32148,20,Other,Postgrad,76,8,1,1,0,0,0,3,4,3,Delivery Boy
A32149,42,Female,Graduate,55,3,0,1,0,0,0,4,5,3,Security Guard
A32150,35,Female,Graduate,57,10,1,1,0,0,0,2,3,3,Sales Executive
A32151,45,Male,Graduate,75,5,1,1,1,1,89,2,2,2,Data Entry Operator
A32152,31,Female,Graduate,61,5,1,0,0,0,0,1,3,1,Lab Assistant
A32153,41,Female,Graduate,53,1,0,1,0,0,0,2,4,2,Junior Engineer
A32154,38,Other,12th,90,5,0,0,1,1,91,2,1,3,Clerk
A32155,20,Male,10th,52,11,1,1,0,0,88,5,2,1,Delivery Boy
A32156,26,Female,Postgrad,48,15,0,0,0,1,0,4,5,1,Lab Assistant
A32157,40,Male,12th,49,7,1,0,1,0,0,4,5,5,Lab Assistant
A32158,28,Other,Graduate,54,10,0,1,1,1,0,2,3,2,Data Entry Operator
A32159,43,Male,10th,61,11,1,1,1,0,56,1,3,2,Lab Assistant
A32160,26,Female,12th,53,13,1,1,1,1,52,2,5,4,Clerk
A32161,31,Male,Diploma,63,14,1,0,0,1,79,4,1,2,Lab Assistant
A32162,37,Male,Postgrad,72,1,1,0,1,0,0,1,3,4,School Teacher
A32163,19,Other,10th,49,4,0,1,1,1,58,4,3,3,Lab Assistant
A32164,34,Female,Diploma,89,11,0,0,0,0,78,3,2,3,Security Guard
A32165,24,Female,Graduate,40,7,1,0,1,0,60,5,5,2,Delivery Boy
A32166,32,Other,12th,78,0,0,1,1,0,0,4,5,1,Security Guard
A32167,35,Male,10th,53,4,0,0,0,1,0,4,4,1,Lab Assistant
A32168,38,Female,10th,71,12,1,0,1,1,54,3,3,5,Lab Assistant
A32169,27,Male,Diploma,95,11,0,1,1,1,0,4,1,1,Sales Executive
A32170,23,Female,Postgrad,59,9,1,1,1,0,0,1,4,5,Delivery Boy
A32171,19,Male,Diploma,73,15,1,0,0,1,0,2,4,3,Delivery Boy
A32172,34,Male,Graduate,53,5,1,0,1,1,89,1,1,1,Junior Engineer
A32173,42,Male,Diploma,95,9,1,0,1,0,0,4,4,3,Sales Executive
A32174,44,Male,Graduate,60,13,0,1,1,1,0,1,3,4,Sales Executive
A32175,24,Other,Graduate,93,1,0,1,1,0,0,5,4,3,Security Guard
A32176,45,Female,Graduate,74,0,1,1,0,1,89,5,4,5,School Teacher
A32177,25,Female,Postgrad,69,13,0,1,0,0,63,3,5,2,School Teacher
A32178,42,Female,12th,64,9,0,1,0,1,0,5,3,1,Lab Assistant
A32179,30,Other,10th,58,0,0,0,1,0,55,3,2,1,Security Guard
A32180,36,Female,Diploma,82,6,0,0,0,1,0,5,1,1,Sales Executive
A32181,28,Female,10th,76,0,0,1,0,1,50,3,1,5,Apprentice
A32182,23,Other,10th,64,8,1,1,0,0,0,5,4,3,Delivery Boy
A32183,39,Other,12th,90,4,0,0,1,1,0,1,3,1,Clerk
A32184,35,Female,12th,66,6,0,0,1,0,0,3,2,3,Lab Assistant
A32185,38,Female,Diploma,65,2,1,0,0,0,55,4,3,3,Security Guard
A32186,20,Male,Postgrad,69,0,0,1,1,0,0,2,3,5,Security Guard
A32187,18,Other,Postgrad,82,6,1,0,1,0,52,1,2,3,Delivery Boy
A32188,35,Other,Diploma,89,9,0,1,1,0,86,2,5,2,Security Guard
A32189,35,Other,Postgrad,63,11,1,1,1,0,0,5,5,4,Security Guard
A32190,18,Male,10th,59,0,1,1,1,1,63,5,3,4,Apprentice
A32191,20,Female,Diploma,59,12,0,1,1,0,62,4,1,2,Lab Assistant
A32192,45,Male,Diploma,65,11,0,1,0,0,62,4,5,1,Sales Executive
A32193,39,Male,12th,63,10,0,1,0,0,0,3,5,1,Lab Assistant
A32194,26,Female,12th,69,7,1,0,0,0,56,5,2,5,Lab Assistant
A32195,40,Female,Graduate,85,4,0,0,1,1,78,3,1,4,School Teacher
A32196,39,Other,Graduate,79,3,1,1,1,1,0,2,5,3,Data Entry Operator
A32197,35,Female,Postgrad,65,4,1,1,0,1,69,1,2,1,Security Guard
A32198,33,Other,Diploma,49,3,1,1,1,0,0,5,2,3,Lab Assistant
A32199,40,Other,Graduate,40,1,1,1,0,0,0,5,3,2,Lab Assistant
A32200,18,Female,Postgrad,77,10,0,0,0,1,88,2,5,2,School Teacher
A32201,27,Male,Graduate,62,1,1,0,0,0,0,2,4,1,Junior Engineer
A32202,29,Male,Diploma,66,4,1,1,1,0,91,3,3,3,Lab Assistant
A32203,31,Female,10th,80,7,1,0,1,0,50,5,1,1,Lab Assistant
A32204,26,Other,Postgrad,59,3,1,1,1,0,60,5,2,2,Delivery Boy
A32205,41,Female,10th,63,0,0,1,0,0,0,5,3,1,Security Guard
A32206,36,Female,10th,63,0,0,0,1,0,61,5,5,3,Security Guard
A32207,24,Other,Diploma,83,13,0,0,0,0,83,1,2,1,Sales Executive
A32208,42,Other,Diploma,94,3,0,1,1,0,62,3,3,3,Customer Support
A32209,43,Male,Diploma,62,1,0,1,0,0,0,3,3,2,Security Guard
A32210,33,Male,Postgrad,63,5,1,1,0,0,0,2,1,3,Lab Assistant
A32211,29,Other,Graduate,68,11,0,1,0,0,0,2,3,2,Security Guard
A32212,25,Male,Diploma,83,15,1,0,1,1,73,1,3,2,Junior Engineer
A32213,22,Other,Postgrad,69,1,1,0,0,1,88,5,2,1,School Teacher
A32214,27,Male,Postgrad,66,12,0,1,0,1,76,2,5,2,Sales Executive
A32215,22,Other,12th,46,4,0,0,1,0,0,4,3,1,Lab Assistant
A32216,37,Male,12th,88,4,0,0,0,0,57,1,1,4,Security Guard
A32217,21,Other,Graduate,66,13,1,1,1,0,0,2,1,3,School Teacher
A32218,35,Other,Graduate,45,6,1,0,1,0,0,5,2,4,Junior Engineer
A32219,25,Other,Postgrad,41,14,1,0,0,1,0,1,5,1,Delivery Boy
A32220,22,Male,Postgrad,72,3,1,0,1,0,62,2,2,4,Delivery Boy
A32221,38,Female,Diploma,51,6,0,0,0,1,0,5,2,2,Security Guard
A32222,40,Female,Diploma,93,6,1,1,0,1,55,5,4,3,Lab Assistant
A32223,40,Male,12th,89,4,1,0,1,0,87,3,5,1,Lab Assistant
A32224,18,Other,10th,49,15,0,1,0,0,56,4,5,3,Lab Assistant
A32225,25,Other,12th,75,14,0,0,0,0,53,2,4,4,Sales Executive
A32226,27,Female,12th,53,10,0,1,0,0,54,2,2,4,Lab Assistant
A32227,23,Other,Graduate,43,13,0,0,0,1,0,3,5,1,Sales Executive
A32228,31,Female,10th,75,6,1,1,1,0,0,1,1,3,Lab Assistant
A32229,22,Male,10th,52,5,1,1,0,1,0,5,4,3,Delivery Boy
A32230,38,Female,Diploma,45,7,0,1,1,1,0,1,3,5,Data Entry Operator
A32231,23,Female,12th,46,1,1,1,0,0,60,3,4,4,Apprentice
A32232,42,Other,Graduate,65,13,1,1,0,0,0,3,5,3,Junior Engineer
A32233,21,Other,12th,83,4,0,0,0,0,69,1,3,3,Security Guard
A32234,27,Female,10th,52,2,1,0,0,1,63,5,1,4,Lab Assistant
A32235,32,Male,Diploma,64,8,0,0,1,0,82,2,2,1,Sales Executive
A32236,25,Female,10th,77,9,1,0,0,1,0,3,3,4,Delivery Boy
A32237,37,Other,Postgrad,55,9,0,1,1,1,67,3,1,4,Sales Executive
A32238,26,Other,Diploma,61,8,0,1,1,0,54,3,4,1,Security Guard
A32239,44,Male,Graduate,68,13,1,1,0,0,0,5,3,5,School Teacher
A32240,33,Other,Diploma,66,6,0,1,0,0,81,5,1,5,Security Guard
A32241,28,Other,Postgrad,65,1,0,0,1,1,0,4,2,1,Data Entry Operator
A32242,43,Other,12th,91,8,0,1,0,0,0,2,3,2,Lab Assistant
A32243,23,Male,Graduate,43,12,0,0,1,1,69,5,3,1,Sales Executive
A32244,22,Other,Postgrad,75,15,0,1,1,1,87,2,4,4,School Teacher
A32245,26,Other,Diploma,78,11,1,1,1,1,0,3,1,2,Junior Engineer
A32246,18,Other,10th,87,1,1,0,0,1,0,3,2,2,Apprentice
A32247,38,Male,12th,53,8,1,1,0,1,68,4,1,4,Lab Assistant
A32248,28,Male,10th,87,10,0,1,1,1,0,2,3,1,Lab Assistant
A32249,18,Female,Diploma,76,5,1,0,0,0,0,5,5,1,Lab Assistant
A32250,18,Female,Postgrad,67,12,0,0,1,0,0,3,4,3,School Teacher
A32251,32,Male,10th,63,2,0,0,1,0,65,4,2,2,Security Guard
A32252,20,Male,Postgrad,44,9,0,0,0,1,90,3,5,5,Lab Assistant
A32253,31,Female,Diploma,71,8,0,1,1,1,0,4,3,5,Lab Assistant
A32254,32,Male,10th,72,14,1,1,1,0,0,3,1,4,Security Guard
A32255,27,Female,10th,60,8,1,0,0,1,0,4,4,1,Lab Assistant
A32256,23,Male,Diploma,78,6,1,1,1,0,61,4,1,1,Junior Engineer
A32257,25,Other,Postgrad,92,4,0,0,0,1,0,5,3,1,School Teacher
A32258,37,Male,Graduate,71,6,1,0,1,1,0,1,1,3,School Teacher
A32259,37,Other,Diploma,89,4,0,1,0,1,0,5,2,5,Lab Assistant
A32260,30,Male,Graduate,50,2,0,0,1,0,0,4,5,1,Lab Assistant
A32261,43,Female,Postgrad,61,5,0,0,0,1,58,1,2,5,Sales Executive
A32262,43,Male,Postgrad,68,1,0,1,1,1,0,3,1,1,Data Entry Operator
A32263,33,Female,Postgrad,84,7,0,1,1,1,57,2,3,1,Data Entry Operator
A32264,41,Male,Graduate,84,15,0,1,0,0,61,2,3,1,School Teacher
A32265,20,Female,12th,71,11,1,0,1,0,0,4,4,2,Lab Assistant
A32266,42,Female,10th,85,13,1,0,0,0,76,5,5,2,Lab Assistant
A32267,40,Female,Postgrad,55,9,0,0,1,1,0,5,5,5,Lab Assistant
A32268,38,Other,Postgrad,85,3,1,1,0,0,0,1,4,1,Customer Support
A32269,20,Female,Diploma,41,1,1,1,0,0,92,3,3,1,Lab Assistant
A32270,34,Female,Postgrad,90,14,0,0,0,0,0,1,1,3,School Teacher
A32271,25,Female,Diploma,52,4,1,1,1,0,0,2,3,2,Lab Assistant
A32272,30,Female,Graduate,58,14,0,0,1,0,0,3,2,3,Sales Executive
A32273,24,Male,Graduate,91,11,1,0,1,1,63,3,5,1,Delivery Boy
A32274,24,Male,12th,81,15,0,0,1,1,0,1,2,2,Clerk
A32275,21,Male,Graduate,73,2,1,1,0,0,63,4,1,5,Delivery Boy
A32276,38,Male,Postgrad,61,11,1,0,0,0,89,2,1,3,Sales Executive
A32277,21,Male,Diploma,86,3,0,0,1,0,0,5,5,3,Security Guard
A32278,18,Female,Postgrad,72,10,0,0,1,1,0,1,5,3,School Teacher
A32279,23,Female,Postgrad,59,5,0,0,0,0,80,1,3,1,Lab Assistant
A32280,42,Other,Postgrad,86,14,1,0,1,1,0,1,4,2,School Teacher
A32281,40,Female,Graduate,45,11,1,1,1,1,91,3,2,4,Clerk
A32282,45,Male,12th,56,1,0,0,0,1,0,3,3,5,Apprentice
A32283,37,Male,12th,74,12,1,1,0,0,79,2,3,2,Lab Assistant
A32284,20,Other,10th,84,1,1,1,1,0,0,3,5,3,Delivery Boy
A32285,40,Female,12th,56,8,1,1,1,0,91,2,2,5,Lab Assistant
A32286,32,Other,Graduate,42,1,0,1,0,0,53,1,2,4,Security Guard
A32287,24,Other,Diploma,67,7,0,1,1,1,95,1,3,3,Sales Executive
A32288,29,Male,12th,86,12,0,0,1,1,86,3,2,5,Data Entry Operator
A32289,18,Other,Graduate,75,5,1,0,0,0,0,4,3,3,School Teacher
A32290,25,Female,Diploma,59,8,0,1,1,1,0,3,5,4,Junior Engineer
A32291,39,Male,12th,91,5,0,0,1,0,57,4,4,3,Security Guard
A32292,19,Other,12th,56,13,0,1,0,1,89,1,1,5,Sales Executive
A32293,34,Male,10th,87,0,1,1,0,1,0,4,4,5,Security Guard
A32294,41,Other,Diploma,82,4,0,1,1,1,0,4,5,5,Lab Assistant
A32295,30,Female,10th,87,8,0,0,0,1,77,2,1,4,Security Guard
A32296,43,Other,12th,81,6,1,1,0,1,85,3,5,4,Lab Assistant
A32297,36,Male,12th,73,4,0,1,0,0,72,3,2,3,Lab Assistant
A32298,26,Female,Diploma,73,4,1,0,1,1,0,5,1,5,Delivery Boy
A32299,20,Other,10th,76,5,0,0,0,0,0,4,2,5,Sales Executive
A32300,36,Other,12th,85,1,1,0,0,0,0,5,2,3,Security Guard
A32301,18,Female,Graduate,55,9,1,1,0,1,92,4,1,4,Junior Engineer
A32302,22,Other,10th,59,8,0,0,1,0,0,3,2,3,Lab Assistant
A32303,19,Male,12th,94,15,1,0,1,1,0,4,2,3,Delivery Boy
A32304,39,Other,12th,41,6,1,1,1,0,56,3,5,3,Security Guard
A32305,32,Female,Graduate,87,4,1,1,0,1,79,2,5,4,Customer Support
A32306,40,Male,12th,83,13,1,1,0,0,57,4,1,4,Security Guard
A32307,36,Female,Postgrad,50,14,1,1,1,0,74,4,2,5,Lab Assistant
A32308,26,Male,12th,95,4,0,1,1,1,0,4,3,5,Clerk
A32309,26,Male,10th,60,12,0,1,1,0,0,5,5,4,Sales Executive
A32310,23,Other,Postgrad,71,11,1,1,1,0,54,3,2,4,School Teacher
A32311,27,Other,Graduate,77,15,0,1,0,0,0,5,4,4,Sales Executive
A32312,18,Other,Graduate,93,9,1,1,1,0,0,5,4,2,School Teacher
A32313,24,Female,Graduate,45,3,0,0,0,1,69,5,5,4,Junior Engineer
A32314,19,Other,10th,70,14,0,1,1,1,0,1,3,3,Lab Assistant
A32315,32,Other,Postgrad,57,10,1,0,0,1,71,2,1,4,Lab Assistant
A32316,25,Male,12th,91,15,0,0,1,0,0,4,1,5,Security Guard
A32317,44,Male,12th,42,5,0,0,1,0,73,3,3,2,Lab Assistant
A32318,22,Male,Postgrad,64,9,1,0,1,0,69,1,1,3,Lab Assistant
A32319,45,Female,Graduate,60,6,0,0,0,1,87,2,5,5,Sales Executive
A32320,39,Other,10th,68,8,0,1,1,0,55,3,4,1,Lab Assistant
A32321,45,Female,Graduate,83,3,1,1,0,0,90,3,2,3,School Teacher
A32322,29,Male,Postgrad,77,2,1,1,1,1,66,1,3,4,School Teacher
A32323,34,Female,12th,73,4,1,1,1,1,71,1,5,2,Clerk
A32324,34,Female,10th,69,7,0,1,1,0,86,2,1,1,Security Guard
A32325,29,Other,Postgrad,64,7,1,1,1,1,91,2,5,1,Lab Assistant
A32326,39,Other,Graduate,46,13,0,0,0,0,0,5,4,2,Junior Engineer
A32327,36,Female,Diploma,85,15,1,1,1,0,65,2,3,3,Junior Engineer
A32328,39,Female,Graduate,75,4,1,1,1,1,0,3,5,1,Data Entry Operator
A32329,44,Other,Graduate,86,9,1,0,0,0,54,1,1,5,Sales Executive
A32330,21,Male,Graduate,47,10,1,0,0,0,62,4,3,2,Lab Assistant
A32331,18,Male,Diploma,78,14,1,1,1,0,0,3,1,3,Lab Assistant
A32332,32,Male,Graduate,80,6,1,0,0,1,0,1,1,2,School Teacher
A32333,19,Other,Postgrad,66,10,0,1,0,1,0,2,2,3,School Teacher
A32334,45,Other,Postgrad,87,2,0,0,1,1,86,4,4,4,School Teacher
A32335,27,Female,Diploma,88,6,0,1,0,0,56,1,4,2,Junior Engineer
A32336,29,Male,10th,81,12,1,0,1,0,0,5,5,1,Delivery Boy
A32337,28,Other,10th,65,6,0,0,0,1,91,3,3,5,Security Guard
A32338,31,Other,Postgrad,95,6,0,0,0,0,0,1,3,1,Sales Executive
A32339,45,Female,12th,89,10,1,1,0,0,87,4,2,1,Lab Assistant
A32340,21,Male,Postgrad,63,9,0,1,0,0,53,5,1,2,Lab Assistant
A32341,37,Other,10th,77,4,0,0,0,0,74,4,1,3,Security Guard
A32342,39,Other,Graduate,74,8,1,1,0,0,95,2,4,2,Sales Executive
A32343,24,Male,Postgrad,70,12,1,1,1,0,50,5,2,5,School Teacher
A32344,24,Female,12th,48,12,0,1,1,1,0,4,2,4,Data Entry Operator
A32345,36,Other,12th,73,11,0,0,0,1,0,1,2,2,Lab Assistant
A32346,22,Female,Postgrad,76,10,1,1,0,0,75,5,3,5,Delivery Boy
A32347,36,Female,Postgrad,61,5,1,0,0,1,66,5,4,4,Lab Assistant
A32348,41,Other,Postgrad,46,15,1,0,0,1,0,5,5,5,Security Guard
A32349,29,Other,Postgrad,84,7,1,1,1,1,93,2,3,2,Delivery Boy
A32350,36,Female,Graduate,85,4,1,0,0,1,81,3,3,3,School Teacher
A32351,37,Female,Postgrad,44,6,0,1,0,0,0,5,2,2,Lab Assistant
A32352,43,Other,10th,85,3,1,0,0,1,66,4,3,3,Lab Assistant
A32353,23,Male,Graduate,52,0,1,0,0,0,94,2,3,4,Lab Assistant
A32354,33,Male,Diploma,88,7,0,0,1,1,0,4,1,2,Junior Engineer
A32355,29,Female,Graduate,65,11,0,1,0,0,85,4,4,1,Sales Executive
A32356,33,Female,Postgrad,90,4,1,1,1,0,0,1,3,1,School Teacher
A32357,40,Other,Diploma,69,2,1,0,1,1,0,1,4,2,Data Entry Operator
A32358,29,Female,12th,91,13,1,0,1,0,0,3,2,2,Delivery Boy
A32359,41,Other,12th,58,9,1,1,1,1,0,5,2,1,Clerk
A32360,43,Female,10th,63,10,0,0,1,0,0,4,4,3,Lab Assistant
A32361,36,Male,Diploma,73,8,0,0,1,1,78,2,4,3,Junior Engineer
A32362,22,Male,Diploma,64,0,0,1,1,0,72,2,2,1,Lab Assistant
A32363,44,Male,Graduate,94,15,0,0,1,0,0,5,5,2,Sales Executive
A32364,45,Female,10th,90,8,0,0,1,1,0,5,5,3,Data Entry Operator
A32365,36,Female,Diploma,56,0,0,1,0,1,0,4,4,5,Security Guard
A32366,34,Male,Postgrad,93,6,1,0,1,0,61,2,4,1,Security Guard
A32367,20,Other,10th,61,12,1,1,1,0,0,4,1,3,Lab Assistant
A32368,26,Other,10th,64,11,0,1,1,0,51,4,4,5,Sales Executive
A32369,44,Female,12th,91,10,1,1,0,1,83,4,1,3,Security Guard
A32370,27,Female,Diploma,49,6,0,0,1,1,0,2,1,3,Junior Engineer
A32371,42,Female,Graduate,44,3,1,1,0,1,70,3,2,2,Junior Engineer
A32372,20,Male,Postgrad,89,10,0,0,0,0,56,4,5,3,Sales Executive
A32373,34,Male,Graduate,50,1,0,0,1,0,0,1,3,1,Lab Assistant
A32374,24,Female,Graduate,47,9,0,1,0,0,95,5,2,4,Security Guard
A32375,41,Other,10th,45,0,1,1,1,1,0,2,3,4,Apprentice
A32376,31,Female,Graduate,64,12,0,0,1,0,0,1,4,1,Lab Assistant
A32377,22,Male,Diploma,60,15,0,1,0,1,52,4,3,5,Security Guard
A32378,29,Female,Postgrad,58,8,1,1,0,1,0,4,3,3,Lab Assistant
A32379,29,Male,Graduate,88,11,0,1,0,1,0,4,2,2,School Teacher
A32380,43,Other,Diploma,50,0,0,0,1,0,0,1,4,3,Security Guard
A32381,26,Male,Diploma,79,3,0,1,1,0,91,1,2,5,Security Guard
A32382,33,Other,Postgrad,94,15,0,1,0,1,50,2,1,3,Sales Executive
A32383,22,Other,Diploma,52,2,1,1,0,0,52,3,4,1,Delivery Boy
A32384,30,Male,Diploma,63,14,0,1,1,1,92,2,4,5,Data Entry Operator
A32385,19,Other,10th,79,9,0,0,1,0,0,4,2,3,Security Guard
A32386,44,Male,Diploma,80,7,0,1,1,1,93,2,2,3,Data Entry Operator
A32387,27,Other,10th,60,12,1,0,1,0,0,1,5,5,Lab Assistant
A32388,35,Female,10th,79,12,0,0,0,0,57,4,1,3,Lab Assistant
A32389,45,Other,10th,75,13,1,0,0,1,87,5,2,4,Lab Assistant
A32390,27,Other,Postgrad,94,5,1,0,1,1,88,3,2,5,School Teacher
A32391,18,Other,Diploma,83,8,0,1,0,1,0,1,4,1,Lab Assistant
A32392,45,Male,12th,65,10,0,1,1,1,53,5,4,4,Data Entry Operator
A32393,36,Female,12th,77,7,1,1,0,1,0,5,4,1,Lab Assistant
A32394,30,Other,Graduate,68,14,1,0,0,0,0,3,4,2,Security Guard
A32395,41,Female,Graduate,59,10,0,1,0,0,60,3,4,4,Security Guard
A32396,33,Male,Diploma,46,4,0,1,0,1,0,2,2,5,Lab Assistant
A32397,19,Male,Postgrad,50,14,1,1,0,0,88,1,1,3,Delivery Boy
A32398,34,Other,Postgrad,65,6,0,1,0,0,82,1,1,4,Lab Assistant
A32399,31,Other,Postgrad,63,9,1,0,0,1,0,4,4,2,Lab Assistant
A32400,38,Other,Diploma,92,15,0,0,1,1,95,4,3,1,Lab Assistant
A32401,40,Other,Diploma,64,4,1,1,1,0,74,3,5,4,Junior Engineer
A32402,21,Male,Postgrad,40,7,0,0,0,0,0,4,5,2,Lab Assistant
A32403,40,Male,Diploma,66,15,1,0,0,0,91,2,4,1,Lab Assistant
A32404,39,Other,12th,54,5,0,0,0,1,0,1,1,5,Lab Assistant
A32405,43,Female,10th,41,12,1,0,0,0,0,3,1,4,Security Guard
A32406,42,Female,12th,46,1,1,1,0,0,0,5,1,4,Security Guard
A32407,26,Female,Graduate,58,10,1,1,0,1,72,1,5,1,Delivery Boy
A32408,32,Other,12th,63,1,0,1,0,1,53,3,4,2,Apprentice
A32409,43,Other,Postgrad,62,1,1,1,1,1,0,4,1,3,Data Entry Operator
A32410,31,Male,12th,48,7,0,1,0,0,0,2,2,1,Lab Assistant
A32411,43,Other,Graduate,60,12,0,0,0,0,67,3,2,1,Security Guard
A32412,24,Other,Postgrad,64,13,0,0,1,1,0,4,2,1,Lab Assistant
A32413,20,Male,10th,64,12,1,1,1,1,0,2,5,3,Lab Assistant
A32414,39,Male,10th,54,2,0,0,0,1,56,5,5,1,Security Guard
A32415,24,Male,Graduate,61,8,1,0,0,1,0,3,5,4,Delivery Boy
A32416,44,Other,12th,42,5,1,0,0,0,0,2,4,5,Security Guard
A32417,29,Female,Graduate,68,15,0,1,0,0,78,5,5,2,School Teacher
A32418,25,Male,Postgrad,50,6,1,1,1,1,88,2,4,4,Lab Assistant
A32419,36,Female,Diploma,88,5,0,1,0,1,86,2,1,2,Lab Assistant
A32420,22,Male,Graduate,58,14,1,1,1,1,0,4,1,4,Delivery Boy
A32421,25,Male,Postgrad,77,4,0,1,0,1,0,2,3,4,School Teacher
A32422,41,Other,12th,91,7,1,0,1,1,0,3,2,3,Clerk
A32423,20,Female,Graduate,42,4,1,0,1,0,77,4,3,2,Delivery Boy
A32424,29,Other,Postgrad,51,13,1,0,0,1,0,2,3,4,Delivery Boy
A32425,22,Other,Graduate,69,12,0,1,1,0,0,3,4,4,Sales Executive
A32426,34,Male,10th,57,13,1,1,0,0,0,5,1,4,Security Guard
A32427,42,Male,10th,89,11,0,0,1,0,0,4,1,3,Lab Assistant
A32428,38,Other,Diploma,70,7,1,0,0,1,58,4,1,4,Lab Assistant
A32429,32,Other,Postgrad,54,11,1,0,0,1,65,1,1,1,Sales Executive
A32430,35,Female,Postgrad,86,3,1,1,1,1,85,4,5,3,Data Entry Operator
A32431,28,Other,12th,66,12,0,0,1,1,62,1,1,3,Clerk
A32432,35,Male,10th,85,15,0,1,1,0,50,3,3,3,Security Guard
A32433,26,Female,12th,56,7,0,0,1,0,0,3,2,5,Lab Assistant
A32434,35,Male,Graduate,59,1,1,1,1,0,86,1,3,3,Security Guard
A32435,26,Female,Postgrad,74,7,1,1,1,0,57,3,4,1,Delivery Boy
A32436,44,Female,10th,91,15,1,0,0,0,0,1,1,1,Lab Assistant
A32437,27,Male,10th,76,4,1,1,0,0,81,1,5,4,Delivery Boy
A32438,40,Male,Postgrad,78,10,0,1,1,0,61,5,3,3,Sales Executive
A32439,36,Female,Postgrad,58,0,1,0,1,0,0,5,3,5,Security Guard
A32440,26,Male,10th,81,7,1,0,0,1,0,4,5,2,Lab Assistant
A32441,26,Male,Postgrad,93,5,1,1,1,1,95,5,3,4,Delivery Boy
A32442,44,Female,Diploma,42,5,0,0,0,1,52,3,1,1,Sales Executive
A32443,23,Other,Graduate,53,12,1,1,1,1,70,5,5,1,Clerk
A32444,21,Female,12th,83,1,0,0,0,1,0,3,3,2,Apprentice
A32445,39,Male,12th,91,8,1,1,1,1,71,5,3,2,Data Entry Operator
A32446,33,Other,Diploma,92,6,1,0,1,0,85,5,2,4,Sales Executive
A32447,27,Female,Postgrad,88,2,0,1,0,0,57,3,4,4,Security Guard
A32448,40,Female,10th,87,1,0,0,1,1,81,5,4,2,Apprentice
A32449,20,Female,10th,95,10,0,0,1,1,72,4,2,5,Lab Assistant
A32450,41,Male,12th,74,8,1,0,0,1,92,1,3,1,Sales Executive
A32451,28,Other,12th,58,15,1,0,1,0,81,4,3,2,Delivery Boy
A32452,33,Other,Diploma,49,5,1,1,0,1,0,4,1,4,Sales Executive
A32453,18,Female,12th,75,8,1,1,0,0,85,3,2,5,Delivery Boy
A32454,41,Other,12th,52,2,0,1,0,1,0,5,5,3,Customer Support
A32455,25,Female,Postgrad,76,8,1,0,1,0,53,1,4,5,School Teacher
A32456,22,Female,Diploma,48,2,0,0,0,0,74,4,4,2,Customer Support
A32457,22,Other,Diploma,72,5,0,0,0,1,0,5,2,2,Lab Assistant
A32458,36,Female,Postgrad,50,4,0,1,0,1,0,3,1,2,Security Guard
A32459,39,Male,10th,41,4,0,0,1,0,0,1,4,5,Customer Support
A32460,32,Male,Graduate,51,15,0,0,0,1,90,3,1,4,Security Guard
A32461,45,Female,10th,54,5,0,0,1,0,83,2,5,4,Lab Assistant
A32462,28,Male,Postgrad,88,5,0,1,1,0,79,4,1,1,Security Guard
A32463,18,Female,12th,81,0,1,0,1,0,82,1,4,5,Apprentice
A32464,25,Male,10th,55,4,0,0,1,1,0,1,1,3,Lab Assistant
A32465,45,Male,12th,41,5,1,1,1,1,75,3,1,1,Sales Executive
A32466,38,Female,Diploma,67,10,1,1,0,1,78,3,3,4,Sales Executive
A32467,26,Other,12th,43,5,0,0,1,0,0,2,4,1,Sales Executive
A32468,28,Other,Postgrad,59,10,1,1,1,0,51,1,1,4,Delivery Boy
A32469,41,Female,10th,77,8,1,1,0,1,0,4,1,4,Lab Assistant
A32470,20,Male,12th,72,10,1,1,1,1,65,2,4,4,Clerk
A32471,44,Other,12th,82,15,1,1,1,1,0,1,2,2,Sales Executive
A32472,19,Male,Diploma,45,7,1,0,1,0,0,1,3,2,Delivery Boy
A32473,21,Other,Postgrad,92,9,1,0,1,0,0,4,1,5,School Teacher
A32474,24,Other,Graduate,55,8,0,1,1,0,0,3,1,1,Lab Assistant
A32475,36,Male,10th,87,9,0,1,1,1,64,4,5,2,Sales Executive
A32476,32,Male,Diploma,78,7,0,1,1,1,0,3,4,2,Lab Assistant
A32477,32,Male,10th,79,14,0,1,0,1,78,1,4,4,Lab Assistant
A32478,27,Female,Graduate,82,8,1,1,0,1,61,1,5,2,Delivery Boy
A32479,23,Other,10th,51,3,1,0,1,1,81,2,1,1,Lab Assistant
A32480,27,Other,10th,54,10,0,0,0,0,0,3,3,5,Sales Executive
A32481,44,Male,10th,68,10,0,1,1,0,53,2,2,4,Lab Assistant
A32482,29,Male,Diploma,73,4,0,0,1,0,0,5,3,2,Lab Assistant
A32483,45,Other,Graduate,41,4,0,1,1,1,82,2,5,2,Clerk
